Namespace(model='square', batch=128, dtA='float32', dtB='float32', dtC='float32', arch='cuda', qnn=False, check=False, auto=True)
1000 1000 1000 4159.258503773059
2000 2000 2000 7938.4878969841975
3000 3000 3000 11731.462341560713
4000 4000 4000 13339.608879764026
5000 5000 5000 13825.338382539121
6000 6000 6000 14407.77943088463
7000 7000 7000 14353.59932184388
8000 8000 8000 14746.924332805384
9000 9000 9000 14571.81053772401
10000 10000 10000 14690.414770024741
